"id_consum","identifier","id_facture","ClientName","Ville","periodeDebut","periodeFin","Conso","PrixUnitaire","Taxes","StatutPaiement","penalite","TypeClient","NumComp","TypeComp","email","NumTel","MontFact","MonTotal"
5933,"163264635",C05933,Steven Keller,San Pedro,"2023-11-22","2024-12-16",200,250,10000.0, Non payé,500,Domestique,"867457",Compteur normal,froberson@coleman-green.info,"46868515",60000.0,60500.0
5934,"715949947",C05934,Julie Tran,Korhogo,"2024-10-29","2025-01-16",7,250,350.0, Non payé,300,Commercial,"810872",Compteur à 4,jeremyholder@stanton.com,"53427117",2100.0,2400.0
5935,"120876248",C05935,Meredith Thornton,Yamoussoukro,"2023-02-27","2023-11-09",23,250,1150.0, Non payé,300,Domestique,"261054",Compteur à 4,brownbrooke@gmail.com,"21032774",6900.0,7200.0
5936,"407730037",C05936,John Clark,Korhogo,"2024-03-15","2024-05-02",14,280,784.0, payé,0,Industriel,"186391",Compteur à 4,nelsonamanda@wheeler-steele.com,"65239061",4704.0,4704.0
5937,"618290836",C05937,Sierra Gonzalez,Yamoussoukro,"2024-03-04","2025-02-07",61,250,3050.0, Non payé,1000,Domestique,"862457",Compteur normal,nicole32@yahoo.com,"29970824",18300.0,19300.0
5938,"667339470",C05938,Marissa Jackson,Yamoussoukro,"2024-03-03","2024-09-19",125,280,7000.0, Non payé,300,Commercial,"537309",Compteur normal,bakerbarbara@hotmail.com,"65174069",42000.0,42300.0
5939,"155838100",C05939,George Russell,Yamoussoukro,"2024-12-03","2025-01-27",29,280,1624.0, Non payé,500,Commercial,"911746",Compteur à 4,hartrobert@guzman.com,"74348817",9744.0,10244.0
5940,"323107569",C05940,Anthony Sosa,Abidjan,"2023-04-30","2024-07-21",147,250,7350.0, Non payé,1000,Industriel,"177586",Compteur normal,gutierrezjonathan@turner-miller.com,"65391179",44100.0,45100.0
5941,"663083307",C05941,Jason Morrison,Bouaké,"2024-09-01","2025-03-29",184,280,10304.0, Non payé,1000,Domestique,"480168",Compteur normal,saracastillo@morales-cummings.org,"39489208",61824.0,62824.0
5942,"446257169",C05942,Steven Palmer,Korhogo,"2024-06-21","2024-08-01",194,300,11640.0, payé,0,Commercial,"903785",Compteur normal,suttonrandy@shannon.com,"85569140",69840.0,69840.0
5943,"439953255",C05943,Joy Park,Korhogo,"2025-01-07","2025-01-13",91,250,4550.0, payé,0,Industriel,"427641",Compteur à 4,conradchristine@hotmail.com,"36321474",27300.0,27300.0
5944,"447758655",C05944,Wayne Mendez,Yamoussoukro,"2023-10-06","2024-10-06",37,280,2072.0, payé,0,Domestique,"660451",Compteur normal,gonzalesshirley@henderson.org,"96898095",12432.0,12432.0
5945,"937438202",C05945,Brian Johnson,Korhogo,"2023-07-01","2024-09-10",160,300,9600.0, Non payé,500,Industriel,"762730",Compteur à 4,keith80@gmail.com,"38424379",57600.0,58100.0
5946,"779352411",C05946,Christina Pittman,Yamoussoukro,"2023-04-28","2023-11-21",20,250,1000.0, Non payé,500,Industriel,"556272",Compteur à 4,matthew28@yahoo.com,"24108158",6000.0,6500.0
5947,"330365232",C05947,Kayla Cook,Abidjan,"2024-01-01","2025-02-13",32,250,1600.0, Non payé,500,Domestique,"829339",Compteur à 4,theresa62@allen.com,"75476714",9600.0,10100.0
5948,"749339333",C05948,Scott Gallegos,Abidjan,"2023-06-23","2024-07-31",87,250,4350.0, Non payé,500,Domestique,"274084",Compteur à 4,bellyolanda@rice-hudson.com,"22185129",26100.0,26600.0
5949,"932167339",C05949,Erik Lucero,San Pedro,"2024-03-22","2024-03-28",84,280,4704.0, Non payé,300,Domestique,"625291",Compteur normal,ksparks@yahoo.com,"22129353",28224.0,28524.0
5950,"898538016",C05950,Robert Patrick,Abidjan,"2024-03-22","2024-05-12",135,300,8100.0, Non payé,300,Industriel,"370869",Compteur à 4,diazrussell@yahoo.com,"82081482",48600.0,48900.0
5951,"481356415",C05951,Leslie George MD,Abidjan,"2023-06-27","2024-10-14",190,250,9500.0, Non payé,300,Commercial,"331339",Compteur normal,aaronfisher@gmail.com,"91302410",57000.0,57300.0
5952,"113301694",C05952,Chad Williams,Abidjan,"2024-04-11","2024-10-08",25,300,1500.0, Non payé,500,Domestique,"600388",Compteur normal,sabrina77@smith.com,"88228814",9000.0,9500.0
5953,"913132224",C05953,Anthony Valencia,Korhogo,"2024-03-20","2024-09-07",158,280,8848.0, payé,0,Domestique,"337444",Compteur à 4,aknapp@savage-ortiz.com,"26932858",53088.0,53088.0
5954,"473766884",C05954,Ryan Moore,Abidjan,"2023-07-31","2025-01-26",107,280,5992.0, payé,0,Industriel,"117943",Compteur à 4,brian77@benton-jackson.com,"49477383",35952.0,35952.0
5955,"704745114",C05955,Parker Brown,San Pedro,"2024-09-30","2025-01-14",50,280,2800.0, Non payé,500,Domestique,"149823",Compteur à 4,woodwilliam@gmail.com,"30269506",16800.0,17300.0
5956,"735660155",C05956,Austin Lewis,Korhogo,"2025-02-01","2025-04-25",114,250,5700.0, payé,0,Domestique,"558817",Compteur normal,imills@hotmail.com,"70820445",34200.0,34200.0
5957,"706914080",C05957,Kyle Reynolds,Bouaké,"2024-09-27","2025-03-13",18,250,900.0, Non payé,500,Industriel,"211209",Compteur normal,muellerjames@reynolds.com,"47047396",5400.0,5900.0
5958,"376156251",C05958,Blake Alvarez,Yamoussoukro,"2024-03-15","2024-08-27",180,280,10080.0, Non payé,500,Domestique,"846928",Compteur à 4,shawnbates@schwartz.com,"93269210",60480.0,60980.0
5959,"942043296",C05959,Wendy Gaines,Korhogo,"2024-03-12","2024-11-30",92,280,5152.0, Non payé,500,Industriel,"969933",Compteur normal,tcruz@hotmail.com,"56436497",30912.0,31412.0
5960,"481866330",C05960,Andrea Nolan,Abidjan,"2023-05-12","2025-01-25",76,300,4560.0, Non payé,1000,Industriel,"569403",Compteur à 4,pliu@jones.com,"28875638",27360.0,28360.0
5961,"618138368",C05961,Richard Ayala,Yamoussoukro,"2023-10-31","2024-10-29",182,280,10192.0, Non payé,300,Industriel,"851343",Compteur à 4,abenson@miller.org,"68282538",61152.0,61452.0
5962,"699637974",C05962,Molly Delgado,San Pedro,"2024-11-08","2025-01-08",85,280,4760.0, Non payé,500,Industriel,"144371",Compteur à 4,gregoryavery@lopez.com,"94209386",28560.0,29060.0
5963,"580959630",C05963,Andrea Clayton,Yamoussoukro,"2023-11-03","2023-12-13",22,300,1320.0, Non payé,500,Domestique,"924066",Compteur à 4,tyler85@hotmail.com,"60333056",7920.0,8420.0
5964,"574580490",C05964,Amanda Parker,Korhogo,"2023-07-07","2023-10-06",36,280,2016.0, Non payé,300,Domestique,"818093",Compteur normal,kingadam@hotmail.com,"46122810",12096.0,12396.0
5965,"733530593",C05965,Sarah Lopez,San Pedro,"2023-11-06","2024-01-05",22,250,1100.0, Non payé,1000,Industriel,"643801",Compteur à 4,william14@gmail.com,"84288192",6600.0,7600.0
5966,"394229044",C05966,Nicole Jordan,Abidjan,"2024-12-22","2025-03-01",52,300,3120.0, payé,0,Domestique,"772083",Compteur normal,kingcolleen@yahoo.com,"67929989",18720.0,18720.0
5967,"481344273",C05967,Brian Williamson,San Pedro,"2024-02-18","2024-09-14",134,250,6700.0, Non payé,1000,Commercial,"786384",Compteur à 4,scottdaniel@may.net,"28746705",40200.0,41200.0
5968,"438414809",C05968,Jason Phillips,Abidjan,"2024-04-19","2024-08-11",38,300,2280.0, Non payé,1000,Domestique,"773603",Compteur normal,hross@yahoo.com,"51604917",13680.0,14680.0
5969,"982900773",C05969,Richard Stephens,Abidjan,"2024-09-25","2025-01-12",151,280,8456.0, Non payé,300,Commercial,"138848",Compteur à 4,justinbradshaw@roach.com,"89398358",50736.0,51036.0
5970,"726130460",C05970,Russell Salinas,Yamoussoukro,"2024-02-02","2025-04-10",100,300,6000.0, Non payé,500,Industriel,"353685",Compteur à 4,davecook@thomas.com,"97562676",36000.0,36500.0
5971,"825328068",C05971,Ms. Marie Lopez,Yamoussoukro,"2024-09-02","2024-12-17",175,280,9800.0, Non payé,500,Domestique,"574907",Compteur à 4,jasonsmith@gmail.com,"62698922",58800.0,59300.0
5972,"671631774",C05972,Dakota Wolf,Yamoussoukro,"2024-09-20","2025-01-06",189,250,9450.0, Non payé,500,Industriel,"247382",Compteur à 4,jacksonmatthew@smith.org,"52123172",56700.0,57200.0
5973,"143991762",C05973,Dawn Frank,Abidjan,"2023-11-20","2024-07-25",48,280,2688.0, payé,0,Commercial,"605633",Compteur normal,kennedylinda@crawford-hartman.info,"30618516",16128.0,16128.0
5974,"737075971",C05974,Laura Jones,Korhogo,"2024-01-01","2024-10-10",69,250,3450.0, Non payé,500,Industriel,"909285",Compteur à 4,ejones@carroll-west.com,"99059862",20700.0,21200.0
5975,"475010879",C05975,Susan Garza,Abidjan,"2023-09-08","2024-04-09",42,250,2100.0, Non payé,300,Commercial,"260694",Compteur normal,amata@yahoo.com,"82331127",12600.0,12900.0
5976,"549444429",C05976,Caleb Kennedy,Bouaké,"2023-05-05","2024-05-07",116,300,6960.0, Non payé,500,Commercial,"586680",Compteur à 4,kingcarmen@bell.com,"67853144",41760.0,42260.0
5977,"173606263",C05977,Laura Fritz,Korhogo,"2023-11-01","2024-02-03",133,300,7980.0, Non payé,1000,Domestique,"611348",Compteur à 4,lhenry@park.com,"31110235",47880.0,48880.0
5978,"474399526",C05978,Stephanie Delacruz,Yamoussoukro,"2024-05-27","2025-04-28",61,300,3660.0, payé,0,Industriel,"903051",Compteur normal,ryananthony@yahoo.com,"59372074",21960.0,21960.0
5979,"494076330",C05979,Tiffany Frazier,Bouaké,"2023-04-23","2023-10-03",140,300,8400.0, Non payé,300,Domestique,"840484",Compteur normal,luislane@horton.com,"96925440",50400.0,50700.0
5980,"654127666",C05980,Melissa Silva,Yamoussoukro,"2024-11-12","2025-03-05",175,300,10500.0, Non payé,1000,Commercial,"106581",Compteur normal,rcasey@waters.info,"39675371",63000.0,64000.0
5981,"138912228",C05981,Andrea Riley,San Pedro,"2024-08-04","2025-03-15",35,300,2100.0, Non payé,300,Domestique,"496995",Compteur à 4,wrightjason@santos.com,"30394862",12600.0,12900.0
5982,"398074988",C05982,Vanessa Tucker,Korhogo,"2023-08-30","2023-11-08",161,300,9660.0, Non payé,1000,Industriel,"553623",Compteur normal,cabreracynthia@hotmail.com,"79729867",57960.0,58960.0
5983,"819689810",C05983,Nicole Bennett,Korhogo,"2023-11-12","2025-04-30",124,250,6200.0, Non payé,300,Industriel,"965417",Compteur normal,matthewmclaughlin@moore-doyle.biz,"70818550",37200.0,37500.0
5984,"180670112",C05984,Dawn Schultz,Bouaké,"2024-06-18","2024-12-08",129,250,6450.0, Non payé,1000,Industriel,"164814",Compteur normal,melissawilliams@hotmail.com,"85213705",38700.0,39700.0
5985,"741705414",C05985,John Craig,Yamoussoukro,"2023-08-13","2023-10-22",76,250,3800.0, Non payé,500,Domestique,"945033",Compteur à 4,brittanywang@collins.com,"54030817",22800.0,23300.0
5986,"386295268",C05986,Kimberly Glass,Abidjan,"2023-11-06","2024-04-20",48,280,2688.0, Non payé,500,Commercial,"379348",Compteur à 4,johnbishop@larson.net,"87387185",16128.0,16628.0
5987,"347706282",C05987,Megan Vargas,San Pedro,"2023-09-30","2024-09-30",18,280,1008.0, Non payé,1000,Domestique,"181360",Compteur normal,charles68@hotmail.com,"27182923",6048.0,7048.0
5988,"434268193",C05988,Courtney Maldonado,San Pedro,"2024-10-05","2024-12-28",97,300,5820.0, Non payé,300,Domestique,"580253",Compteur normal,rochabrandon@hotmail.com,"86473859",34920.0,35220.0
5989,"956676818",C05989,Charles Pruitt,Abidjan,"2023-04-02","2024-06-23",111,280,6216.0, Non payé,300,Industriel,"383562",Compteur à 4,sthomas@gmail.com,"81322572",37296.0,37596.0
5990,"141960547",C05990,Benjamin Rodriguez,Bouaké,"2024-08-14","2025-01-29",108,250,5400.0, Non payé,300,Industriel,"242625",Compteur normal,vjohnson@gmail.com,"69596191",32400.0,32700.0
5991,"592216956",C05991,Tiffany Dominguez,Abidjan,"2024-08-02","2025-01-16",171,250,8550.0, Non payé,1000,Domestique,"480850",Compteur à 4,hayesrobert@howard.com,"41919297",51300.0,52300.0
5992,"906359356",C05992,Tammy Davis,Korhogo,"2024-10-24","2025-01-14",75,250,3750.0, Non payé,300,Domestique,"222327",Compteur normal,murphystephanie@jackson.biz,"60205024",22500.0,22800.0
5993,"472004138",C05993,Mark Allen,Abidjan,"2024-06-23","2024-08-04",191,300,11460.0, Non payé,1000,Domestique,"884618",Compteur normal,riveraloretta@gmail.com,"66243814",68760.0,69760.0
5994,"100510389",C05994,Samuel Cummings,Bouaké,"2024-09-07","2024-10-02",117,250,5850.0, Non payé,1000,Industriel,"494720",Compteur normal,hallkevin@thompson-bell.com,"77061193",35100.0,36100.0
5995,"865100068",C05995,Tammy Miller,Yamoussoukro,"2023-08-22","2023-08-30",128,300,7680.0, payé,0,Industriel,"373459",Compteur à 4,catherine69@yahoo.com,"21676279",46080.0,46080.0
5996,"115171660",C05996,Amanda Poole,Yamoussoukro,"2024-12-29","2025-03-23",117,300,7020.0, Non payé,300,Domestique,"936816",Compteur à 4,jonesnathan@yahoo.com,"36565119",42120.0,42420.0
5997,"648340776",C05997,Kathryn Castillo,Yamoussoukro,"2023-05-16","2024-10-08",27,300,1620.0, payé,0,Industriel,"955575",Compteur normal,daniel47@yahoo.com,"27786837",9720.0,9720.0
5998,"216540507",C05998,Daniel Sanders,Bouaké,"2023-10-14","2025-02-19",100,250,5000.0, Non payé,1000,Commercial,"347777",Compteur normal,osims@hotmail.com,"32291120",30000.0,31000.0
5999,"668876386",C05999,Luis Matthews,Abidjan,"2023-08-29","2024-04-02",122,250,6100.0, Non payé,300,Commercial,"229902",Compteur normal,astrong@le.com,"45486816",36600.0,36900.0
6000,"303425496",C06000,Brandon Johnson,San Pedro,"2023-04-28","2024-04-15",53,250,2650.0, Non payé,1000,Industriel,"361248",Compteur à 4,norma27@yahoo.com,"38036248",15900.0,16900.0
6001,"240520118",C06001,Janet Sanchez,Abidjan,"2024-01-13","2025-01-05",7,250,350.0, Non payé,1000,Industriel,"191617",Compteur normal,yperez@anderson-jordan.com,"33895658",2100.0,3100.0
6002,"145145297",C06002,Samuel Perez,Korhogo,"2024-08-24","2024-10-03",162,250,8100.0, payé,0,Industriel,"990180",Compteur normal,amberwoodard@hotmail.com,"81810460",48600.0,48600.0
6003,"923657387",C06003,Mrs. Judy Hunter,San Pedro,"2024-01-09","2025-03-06",44,300,2640.0, Non payé,500,Commercial,"316158",Compteur normal,mary02@gmail.com,"63618935",15840.0,16340.0
6004,"270248881",C06004,Jennifer Payne,Bouaké,"2023-05-29","2024-02-03",151,300,9060.0, Non payé,500,Commercial,"793156",Compteur à 4,uherman@gmail.com,"68895624",54360.0,54860.0
6005,"143215617",C06005,Cynthia Henry,Abidjan,"2023-06-01","2024-12-30",14,250,700.0, Non payé,1000,Industriel,"506861",Compteur à 4,mollyforbes@hotmail.com,"97785863",4200.0,5200.0
6006,"936136126",C06006,Meagan Goodwin,Yamoussoukro,"2024-11-17","2025-03-17",45,250,2250.0, Non payé,1000,Industriel,"890190",Compteur à 4,richardcastro@neal.com,"44279269",13500.0,14500.0
6007,"668937550",C06007,Lisa Beard,Yamoussoukro,"2023-04-05","2023-04-23",19,300,1140.0, payé,0,Commercial,"934326",Compteur à 4,beth42@hotmail.com,"81418076",6840.0,6840.0
6008,"444345889",C06008,Thomas Salazar,Bouaké,"2023-06-25","2024-01-18",40,300,2400.0, Non payé,300,Domestique,"492825",Compteur normal,towens@hotmail.com,"76134392",14400.0,14700.0
6009,"280322469",C06009,Mrs. Renee Moore,San Pedro,"2024-10-22","2025-02-15",72,280,4032.0, Non payé,300,Commercial,"756466",Compteur à 4,jsmith@jenkins.com,"76585366",24192.0,24492.0
6010,"288498746",C06010,Todd Smith,Yamoussoukro,"2025-02-02","2025-04-25",142,280,7952.0, Non payé,500,Commercial,"759220",Compteur à 4,mcdonaldvictor@curtis.com,"91823336",47712.0,48212.0
6011,"266386307",C06011,Joseph Thornton,Abidjan,"2023-12-08","2024-05-02",73,300,4380.0, Non payé,300,Industriel,"225728",Compteur normal,christina23@yahoo.com,"36548067",26280.0,26580.0
6012,"683978036",C06012,Theresa Phillips,Abidjan,"2024-11-16","2024-11-23",87,300,5220.0, Non payé,300,Commercial,"782718",Compteur à 4,robertolopez@harris.com,"99170674",31320.0,31620.0
6013,"552885096",C06013,Justin Velasquez,Bouaké,"2024-06-06","2024-06-07",100,250,5000.0, payé,0,Commercial,"231488",Compteur normal,martinezkaitlin@yahoo.com,"29534964",30000.0,30000.0
6014,"871014677",C06014,Aaron Molina,San Pedro,"2023-09-03","2024-10-24",122,250,6100.0, payé,0,Domestique,"131435",Compteur à 4,eugene01@gonzalez.com,"68081944",36600.0,36600.0
6015,"914986210",C06015,Jason Pittman,San Pedro,"2023-06-29","2023-09-05",130,300,7800.0, Non payé,300,Industriel,"195378",Compteur normal,mmeyer@yahoo.com,"42452811",46800.0,47100.0
6016,"759092617",C06016,Luis Lang,Korhogo,"2024-09-26","2024-10-21",96,280,5376.0, payé,0,Domestique,"764219",Compteur à 4,jacobsmith@baker.com,"75360452",32256.0,32256.0
6017,"922420397",C06017,John Chang,Abidjan,"2024-03-03","2024-03-14",141,280,7896.0, Non payé,1000,Domestique,"342909",Compteur normal,chadcook@caldwell.info,"54571491",47376.0,48376.0
6018,"975147579",C06018,Vanessa Gibson,Korhogo,"2023-12-01","2024-11-19",48,300,2880.0, Non payé,300,Industriel,"255225",Compteur à 4,gonzalesnathan@smith-ramos.com,"67479392",17280.0,17580.0
6019,"495003724",C06019,Keith Kelley,Bouaké,"2024-07-15","2024-08-31",98,300,5880.0, payé,0,Industriel,"725291",Compteur normal,xlong@gonzales-adkins.com,"32359925",35280.0,35280.0
6020,"388928183",C06020,Shelia Adkins,Bouaké,"2023-10-31","2024-03-22",151,280,8456.0, Non payé,500,Domestique,"817560",Compteur à 4,stephendavis@yahoo.com,"33739456",50736.0,51236.0
6021,"612508774",C06021,Alexis Banks,Abidjan,"2023-04-09","2025-03-13",89,250,4450.0, payé,0,Commercial,"699382",Compteur à 4,kvalenzuela@gmail.com,"62229624",26700.0,26700.0
6022,"997839773",C06022,Erica Taylor,San Pedro,"2024-05-19","2025-03-27",74,280,4144.0, payé,0,Industriel,"190001",Compteur à 4,hgriffin@gill-griffin.com,"72366469",24864.0,24864.0
6023,"343901131",C06023,John Santana,Korhogo,"2024-08-11","2025-04-24",193,250,9650.0, Non payé,500,Domestique,"563627",Compteur à 4,vboyd@gmail.com,"64825134",57900.0,58400.0
6024,"413577838",C06024,Joanne Spencer,Yamoussoukro,"2024-05-06","2024-08-15",33,250,1650.0, payé,0,Commercial,"105858",Compteur à 4,nhernandez@tucker.info,"75883557",9900.0,9900.0
6025,"478707422",C06025,Jessica Rodgers,Abidjan,"2024-09-14","2024-11-07",147,280,8232.0, Non payé,500,Industriel,"990995",Compteur à 4,cynthia88@williams.com,"93653045",49392.0,49892.0
6026,"372090131",C06026,David Shields,Yamoussoukro,"2023-04-08","2024-05-20",9,250,450.0, payé,0,Industriel,"705964",Compteur à 4,ibaker@yahoo.com,"22622346",2700.0,2700.0
6027,"775879716",C06027,Andrew Nelson,Yamoussoukro,"2023-12-09","2025-04-14",128,300,7680.0, Non payé,500,Industriel,"154138",Compteur normal,brownaaron@ingram.net,"34655246",46080.0,46580.0
6028,"331157084",C06028,Megan Sullivan,Abidjan,"2024-03-24","2024-05-19",146,250,7300.0, Non payé,1000,Domestique,"705360",Compteur à 4,david38@pearson-brown.com,"97766010",43800.0,44800.0
6029,"715385993",C06029,Stephanie Thompson,Abidjan,"2023-09-11","2024-11-29",59,280,3304.0, payé,0,Industriel,"294034",Compteur normal,hhill@yahoo.com,"75588287",19824.0,19824.0
6030,"233684953",C06030,Jessica Young,Yamoussoukro,"2024-08-06","2024-10-01",163,250,8150.0, Non payé,1000,Domestique,"425098",Compteur normal,makayla88@williams.com,"42557990",48900.0,49900.0
6031,"833181003",C06031,Kenneth Williams,Abidjan,"2024-08-19","2025-02-22",149,250,7450.0, payé,0,Domestique,"355618",Compteur normal,dustinweiss@soto.com,"39215061",44700.0,44700.0
6032,"716514780",C06032,Brandon Reynolds,San Pedro,"2023-09-27","2025-04-12",123,300,7380.0, payé,0,Commercial,"933769",Compteur normal,kballard@gmail.com,"99595762",44280.0,44280.0
6033,"990093686",C06033,Lauren Ewing,San Pedro,"2023-10-27","2024-11-29",36,250,1800.0, payé,0,Commercial,"227170",Compteur à 4,spencer16@ortiz-walls.com,"61119950",10800.0,10800.0
6034,"846874869",C06034,Gregory Brock,Yamoussoukro,"2025-01-05","2025-03-29",167,300,10020.0, Non payé,500,Commercial,"722117",Compteur à 4,joshuaevans@gmail.com,"83616724",60120.0,60620.0
6035,"673847538",C06035,David Donaldson,Bouaké,"2023-03-31","2025-04-10",135,250,6750.0, Non payé,1000,Commercial,"589721",Compteur normal,efrost@potts.com,"64909126",40500.0,41500.0
6036,"260661662",C06036,Jeanette Chapman,Korhogo,"2023-03-07","2024-07-25",177,280,9912.0, Non payé,300,Commercial,"254675",Compteur à 4,duffynicolas@hotmail.com,"89295989",59472.0,59772.0
6037,"576198784",C06037,Whitney Flynn,San Pedro,"2024-03-05","2024-09-14",85,280,4760.0, Non payé,300,Domestique,"663729",Compteur à 4,susan11@wells.info,"69353996",28560.0,28860.0
6038,"174763962",C06038,Jorge Wallace,Korhogo,"2024-07-13","2024-09-01",115,280,6440.0, Non payé,1000,Commercial,"744157",Compteur à 4,xvaughan@hotmail.com,"34371275",38640.0,39640.0
6039,"151043489",C06039,Joshua Williams,Abidjan,"2024-06-25","2025-03-19",47,280,2632.0, payé,0,Commercial,"440566",Compteur normal,millersteven@gmail.com,"21608036",15792.0,15792.0
6040,"274981392",C06040,Dustin Jacobs,Korhogo,"2023-09-23","2025-04-15",19,280,1064.0, Non payé,500,Domestique,"389474",Compteur à 4,vlong@hotmail.com,"63348467",6384.0,6884.0
6041,"879511992",C06041,Angela Rivera,Korhogo,"2024-12-28","2025-02-24",94,280,5264.0, Non payé,300,Industriel,"185118",Compteur à 4,lesterdavid@gmail.com,"62087410",31584.0,31884.0
6042,"793552291",C06042,Dana Ayala,San Pedro,"2023-04-21","2024-10-17",176,280,9856.0, payé,0,Commercial,"897012",Compteur à 4,robertjohnson@hotmail.com,"71047435",59136.0,59136.0
6043,"659362858",C06043,Jason Wilson MD,Bouaké,"2023-07-19","2025-03-17",90,250,4500.0, Non payé,1000,Industriel,"753842",Compteur normal,vharvey@yahoo.com,"55876803",27000.0,28000.0
6044,"689239567",C06044,Melissa Hansen,San Pedro,"2024-03-03","2024-09-06",196,250,9800.0, payé,0,Domestique,"265629",Compteur normal,bradley01@gmail.com,"50191972",58800.0,58800.0
6045,"453353639",C06045,Christopher Griffith,Korhogo,"2024-04-21","2025-03-14",38,300,2280.0, payé,0,Industriel,"478776",Compteur à 4,thompsonashley@gmail.com,"82620874",13680.0,13680.0
6046,"935542647",C06046,Jeremy Garcia,Bouaké,"2023-09-03","2024-01-23",93,250,4650.0, Non payé,1000,Domestique,"611207",Compteur à 4,nicholasmurphy@silva.com,"57414558",27900.0,28900.0
6047,"541899131",C06047,Robert Smith,Abidjan,"2023-05-09","2025-04-17",91,280,5096.0, Non payé,500,Domestique,"665779",Compteur normal,ugutierrez@sellers.org,"69425133",30576.0,31076.0
6048,"630962141",C06048,James Mcdaniel,Bouaké,"2023-08-24","2024-04-05",91,250,4550.0, Non payé,1000,Industriel,"582719",Compteur normal,kristi20@hotmail.com,"56147445",27300.0,28300.0
6049,"625212724",C06049,Tina Snyder,Bouaké,"2025-01-09","2025-02-22",87,250,4350.0, Non payé,300,Commercial,"428015",Compteur à 4,conniedixon@gmail.com,"59325498",26100.0,26400.0
6050,"907326396",C06050,Julian Thompson,Yamoussoukro,"2023-11-09","2024-02-11",6,280,336.0, Non payé,300,Domestique,"307205",Compteur à 4,wcombs@jones.com,"54943238",2016.0,2316.0
6051,"515555451",C06051,Theresa Holder,Bouaké,"2023-09-30","2024-11-12",14,300,840.0, payé,0,Industriel,"157264",Compteur normal,lmartin@thompson-adams.com,"57643065",5040.0,5040.0
6052,"142549534",C06052,Wendy Dunn,Bouaké,"2023-09-21","2023-11-26",82,280,4592.0, Non payé,300,Domestique,"543823",Compteur à 4,carriegibson@chase.com,"45245907",27552.0,27852.0
6053,"248232866",C06053,Cheryl Kent,San Pedro,"2024-06-18","2025-02-07",149,300,8940.0, Non payé,1000,Commercial,"801621",Compteur normal,wgolden@rios.com,"79103584",53640.0,54640.0
6054,"639051427",C06054,Sandra Young,Abidjan,"2024-07-19","2024-10-04",17,250,850.0, Non payé,500,Industriel,"542058",Compteur normal,daviseric@vega.com,"77972849",5100.0,5600.0
6055,"547690197",C06055,Matthew Sharp,Korhogo,"2023-12-05","2024-03-10",104,280,5824.0, Non payé,1000,Industriel,"513962",Compteur normal,butlerspencer@gmail.com,"59625029",34944.0,35944.0
6056,"318077046",C06056,Jared Young,Abidjan,"2023-05-08","2024-03-26",156,280,8736.0, Non payé,500,Commercial,"788258",Compteur à 4,jefferystafford@gmail.com,"62949329",52416.0,52916.0
6057,"981292878",C06057,Danny Fernandez,Korhogo,"2023-06-27","2024-12-08",175,280,9800.0, payé,0,Commercial,"838918",Compteur à 4,juliecontreras@hotmail.com,"56845449",58800.0,58800.0
6058,"963717040",C06058,Robert Sosa,Bouaké,"2023-05-23","2023-11-01",60,250,3000.0, Non payé,1000,Industriel,"583295",Compteur à 4,jjackson@hotmail.com,"27280180",18000.0,19000.0
6059,"890215830",C06059,Jessica Owens,Abidjan,"2024-01-29","2025-01-17",14,280,784.0, Non payé,1000,Domestique,"145567",Compteur à 4,juanhawkins@hull.org,"67109864",4704.0,5704.0
6060,"496937662",C06060,Michelle Porter,Abidjan,"2024-12-25","2024-12-30",163,250,8150.0, Non payé,1000,Commercial,"458737",Compteur normal,taylornatasha@gmail.com,"62383654",48900.0,49900.0
6061,"445857286",C06061,Kenneth Williams,Bouaké,"2024-08-18","2024-09-09",72,250,3600.0, Non payé,500,Domestique,"994666",Compteur à 4,jennifertorres@rivera.info,"63251239",21600.0,22100.0
6062,"543989897",C06062,Christopher George,San Pedro,"2024-07-07","2024-10-21",178,250,8900.0, Non payé,300,Domestique,"938834",Compteur normal,richard83@bernard-shaw.info,"34040201",53400.0,53700.0
6063,"536579844",C06063,Teresa Payne,Abidjan,"2023-11-25","2023-12-17",99,250,4950.0, payé,0,Commercial,"830396",Compteur normal,nlittle@gmail.com,"92739962",29700.0,29700.0
6064,"762851209",C06064,Joshua Ibarra,Korhogo,"2024-10-15","2024-11-25",123,250,6150.0, Non payé,1000,Commercial,"441091",Compteur normal,jeffreymathews@yahoo.com,"44153471",36900.0,37900.0
6065,"719188509",C06065,Tara Ochoa,Korhogo,"2023-08-28","2025-01-26",98,250,4900.0, payé,0,Industriel,"178709",Compteur normal,wilkersonluke@gmail.com,"32073561",29400.0,29400.0
6066,"873436407",C06066,Christina Ortiz,Abidjan,"2023-12-05","2024-04-11",176,300,10560.0, payé,0,Domestique,"971129",Compteur normal,alison15@gmail.com,"62464721",63360.0,63360.0
6067,"304606475",C06067,Cathy Reyes,Bouaké,"2023-08-15","2025-02-03",17,250,850.0, payé,0,Industriel,"835423",Compteur normal,xrodriguez@hotmail.com,"59507827",5100.0,5100.0
6068,"239877425",C06068,Christopher Rodriguez,Abidjan,"2024-02-05","2024-11-12",50,280,2800.0, payé,0,Domestique,"337068",Compteur normal,jessica21@yahoo.com,"52481596",16800.0,16800.0
